AV280  ACRILICO
AE166  FUNDAMENTOS DE DANZA CONTEMPORANEA III
MU506  FUNDAMENTOS DE LA ETNOMUSICOLOGIA
MU511  FUNDAMENTOS DE LA MUSICOLOGIA
TC104  FUNDAMENTOS DEL DISE~O ESTRUCTURAL
AV102  FUNDAMENTOS I
AV103  FUNDAMENTOS II
AV104  FUNDAMENTOS III
AV105  FUNDAMENTOS IV
TH281  GENEROS CINE
GO112  GEOGRAFIA DE LA POBLACION
GO160  GEOGRAFIA ECONOMICA
GO123  GEOGRAFIA RURAL
PU167  GEOGRAFIA URBANA
TH639  GEOGRAFIA URBANA
TH713  GEOGRAFIA URBANA
GO108  GEOLOGIA I
RE100  GEOMETRIA DESCRIPTIVA
P0508  GESTION DE DISE~O
DI514  GESTION DEL DISE~O
PU193  GESTION DEL PLANEAMIENTO
TH516  GESTION Y PROMOCION ARTISTICA
AEP04  GESTION Y VINCULACION EDUCATIVA
AE108  GIMNASIA RITMICA
PU218  GLOBALIZACION Y FLUJOS URBANOS TERRITORIALES
PD515  GLOSARIO DE TERMINOS DE LAS ARTES, LA ARQUITECTURA Y LA INGENIERIA
TH674  GOBERNABILIDAD Y DESARROLLO URBANO
AV221  GRABADO BASICO I
AV222  GRABADO BASICO II
PD150  GRABADO EN VIDRIO
AV207  GRABADO I
AV208  GRABADO II
AV209  GRABADO III
AV210  GRABADO IV
AV513  GUION CINEMATOGRAFICO
IS534  GUION CINEMATOGRAFICO
AV264  GUION I
IS508  GUION I
AV265  GUION II
IS509  GUION II
AV266  GUION III
IS510  GUION III
AV267  GUION IV
IS511  GUION IV
AV268  GUION V
AV269  GUION VI
TH585  HACIA UNA NUEVA TEORIA DE LA ARQUITECTURA
TC127  HERRERIA
PU178  HIDROLOGIA
TH254  HISTORIA ARTES PLASTICAS SIGLO XX
TH624  HISTORIA DE LA ARQUITECTURA EN GUADALAJARA
TH625  HISTORIA DE LA ARQUITECTURA EN JALISCO
TH554  HISTORIA DE LA ARQUITECTURA MEXICANA DEL SIGLO XVI
TH557  HISTORIA DE LA ARQUITECTURA MEXICANA SIGLO XIX
TH552  HISTORIA DE LA ARQUITECTURA PREHISPANICA
TH560  HISTORIA DE LA ARQUITECTURA SIGLO XX
TH555  HISTORIA DE LA ARQUITECTURA SIGLOS XVII Y XVIII
TH149  HISTORIA DE LA ARQUITECTURA Y URBANISMO I
TH150  HISTORIA DE LA ARQUITECTURA Y URBANISMO II
TH151  HISTORIA DE LA ARQUITECTURA Y URBANISMO III
TH147  HISTORIA DE LA COMUNICACION GRAFICA
TH143  HISTORIA DE LA DANZA EN MEXICO I
TH144  HISTORIA DE LA DANZA EN MEXICO II
TH141  HISTORIA DE LA DANZA I
TH142  HISTORIA DE LA DANZA II
TH267  HISTORIA DE LA ENSE~ANZA DE LA ARQUITECTURA
TH538  HISTORIA DE LA ESCULTURA
TH145  HISTORIA DE LA FOTOGRAFIA
TH537  HISTORIA DE LA FOTOGRAFIA
TH176  HISTORIA DE LA MUSICA I
TH177  HISTORIA DE LA MUSICA II
TH178  HISTORIA DE LA MUSICA III
TH179  HISTORIA DE LA MUSICA IV
TH174  HISTORIA DE LA OPERA I
TH175  HISTORIA DE LA OPERA II
TH209  HISTORIA DE LAS ARTES DECORATIVAS
TH201  HISTORIA DE LAS ARTES ESCENICAS EN MEXICO
TH196  HISTORIA DE LAS ARTES ESCENICAS I
TH197  HISTORIA DE LAS ARTES ESCENICAS II
TH103  HISTORIA DE LAS ARTES PLASTICAS EN MEXICO I
TH104  HISTORIA DE LAS ARTES PLASTICAS EN MEXICO II
TH100  HISTORIA DE LAS ARTES PLASTICAS I
TH101  HISTORIA DE LAS ARTES PLASTICAS II
TH102  HISTORIA DE LAS ARTES PLASTICAS III
AV516  HISTORIA DE LAS ARTES VISUALES
TH263  HISTORIA DE LAS CULTURAS
TH268  HISTORIA DE LOS TRATADISTAS
TH140  HISTORIA DEL ARTE
TH650  HISTORIA DEL ARTE
TH532  HISTORIA DEL ARTE EN JALISCO
TH111  HISTORIA DEL ARTE EN MEXICO
TH536  HISTORIA DEL ARTE MEXICANO
TH737  HISTORIA DEL ARTE Y LA CULTURA CUBANOS
TH255  HISTORIA DEL CINE I
TH256  HISTORIA DEL CINE II
TH257  HISTORIA DEL CINE MEXICANO I
TH258  HISTORIA DEL CINE MEXICANO II
PU510  HISTORIA DEL DIBUJO ARQUITECTONICO
TH146  HISTORIA DEL DISE~O INDUSTRIAL
TH247  HISTORIA DEL MUEBLE
EN133  HISTORIA DEL PENSAMIENTO ECONOMICO I
EN134  HISTORIA DEL PENSAMIENTO ECONOMICO II
TH658  HISTORIA DEL URBANISMO CONTEMPORANEO
TH712  HISTORIA DEL URBANISMO EN GUADALAJARA
CJ119  HISTORIA ECONOMICA DE MEXICO I
CJ121  HISTORIA ECONOMICA GENERAL I
CJ120  HISTORIA ECONOMICA GENERAL II
TH105  HISTORIA GENERAL DEL ARTE
TH148  HISTORIA GRAFICA MEXICANA
TH564  HISTORIA Y TEORIA DE LA CONSERVACION I
TH565  HISTORIA Y TEORIA DE LA CONSERVACION II
TH580  IDENTIDAD, FORMA, ESPACIO Y TIEMPO EN LA ARQUITECTURA
A0007  IDENTIDADES CULTURALES
TC109  ILUMINACION
TC138  ILUMINACION PARA EL VIDEO
RE129  ILUSTRACION I
RE130  ILUSTRACION II
RE131  ILUSTRACION III
RE132  ILUSTRACION IV
RE133  ILUSTRACION V
RE134  ILUSTRACION VI
PU170  IMAGEN URBANA
TH631  IMAGEN URBANA
PU197  IMPACTO URBANO AMBIENTAL
TH687  INDUSTRIA DE LA CONSTRUCCION
PU213  INDUSTRIA, CIUDAD Y TERRITORIO
TH688  INDUSTRIALIZACION, MIGRACION Y EMPLEO
TH679  INFRAESTRUCTURA Y EQUIPAMIENTO COLECTIVO
PU201  INFRAESTRUCTURAS TERRITORIALES
PU200  INFRAESTRUCTURAS URBANAS
PU164  INGENIERIA DE TRANSITO
PU177  INGENIERIA URBANA
TH242  INGLES BASICO
TH124  INGLES I
TH125  INGLES II
TH126  INGLES III
TH243  INGLES TECNICO
AEP05  INNOVACION DE LA PRACTICA EDUCATIVA
P0530  INNOVACION TECNOLOGICA
TC515  INNOVACION TECNOLOGICA
PD516  INNOVACION Y APLICACION TECNOLOGICA
TH573  INSTALACIONES DE EDIFICIOS EN RESTAURACION
TC110  INSTALACIONES ESPECIFICAS
TC123  INSTALACIONES I
TC124  INSTALACIONES II
ADC02  INSTITUCIONES DE BIENESTAR SOCIAL Y POLITICA SOCIAL
MU226  INSTRUMENTO I
MU299  INSTRUMENTO I
MU323  INSTRUMENTO I
MU227  INSTRUMENTO II
MU300  INSTRUMENTO II
MU324  INSTRUMENTO II
MU228  INSTRUMENTO III
MU301  INSTRUMENTO III
MU325  INSTRUMENTO III
MU229  INSTRUMENTO IV
MU302  INSTRUMENTO IV
MU326  INSTRUMENTO IV
MU279  INSTRUMENTO O CANTO COMPLEMENTARIO I
MU280  INSTRUMENTO O CANTO COMPLEMENTARIO II
MU281  INSTRUMENTO O CANTO COMPLEMENTARIO III
MU282  INSTRUMENTO O CANTO COMPLEMENTARIO IV
MU283  INSTRUMENTO O CANTO COMPLEMENTARIO V
MU284  INSTRUMENTO O CANTO COMPLEMENTARIO VI
MU285  INSTRUMENTO O CANTO COMPLEMENTARIO VII
MU286  INSTRUMENTO O CANTO COMPLEMENTARIO VIII
MU230  INSTRUMENTO V
MU303  INSTRUMENTO V
MU327  INSTRUMENTO V
MU231  INSTRUMENTO VI
MU304  INSTRUMENTO VI
MU328  INSTRUMENTO VI
MU232  INSTRUMENTO VII
MU305  INSTRUMENTO VII
MU233  INSTRUMENTO VIII
MU306  INSTRUMENTO VIII
P0522  INTEGRACION FORMAL
AV506  INTEGRACION MORFOCROMATICA
IS528  INTERTEXTOS, PARATEXTOS E HIPERTEXTOS FILMICOS
AEC06  INTERVENCION EDUCATIVA
AE198  INTRODUCCION A LA ACTUACION EN RADIO, TELEVISION Y CINE.
PD504  INTRODUCCION A LA ADMINISTRACION
PU176  INTRODUCCION A LA CONSERVACION DEL PATRIMONIO
PR141  INTRODUCCION A LA MULTIMEDIA
MU504  INTRODUCCION A LA MUSICOTERAPIA
TH724  INTRODUCCION A LA SEMIOTICA
TH534  INTRODUCCION AL ARTE ORIENTAL
PU196  INTRODUCCION AL MEDIO AMBIENTE Y EL DESARROLLO SOSTENIBLE
PU191  INTRODUCCION AL ORDENAMIENTO TERRITORIAL
PR140  INTRODUCCION AL VIDEO
TH629  INVENTARIOS DEL PATRIMONIO
DI501  INVESTIGACION CIENTIFICA
TH222  INVESTIGACION ESCENICA I (FUNDAMENTOS)
TH223  INVESTIGACION ESCENICA II
TH235  INVESTIGACION MUSICAL I
TH236  INVESTIGACION MUSICAL II
TH237  INVESTIGACION MUSICAL III
TH238  INVESTIGACION MUSICAL IV
TH180  ITALIANO I
TH181  ITALIANO II
TH182  ITALIANO III
PQ120  JARDINERIA I
PQ121  JARDINERIA II
IS522  LA ADAPTACION DE LA OBRA LITERARIA  O GUION CINEMATOGRAFICO
TH596  LA CULTURA EN LA CONCEPCION Y APROPIACION DE LA VIVIENDA
CM508  LA EDUCACION AMBIENTAL, UN CAMPO EMERGENTE
TH579  LA ESTETICA EN LA ARQUITECTURA
TH519  LA FOTOGRAFIA Y SU CONTEXTO
TH665  LA GESTION DE LA CIUDAD
TH509  LA IMAGEN Y SU LECTURA
IS504  LA NARRATIVA FILMICA
TH648  LA NEGRITUD Y EL ARTE EN LATINOAMERICA
TH575  LA NORMATIVIDAD ARQUITECTONICA
TH504  LA PERCEPCION Y EL ANALISIS FORMAL
TH597  LA PRODUCCION DE LA VIVIENDA Y LA ARQUITECTURA DE SISTEMAS
ADC12  LA SALUD EN MEXICO
TH649  LA SEMIOTICA DE C.S.PEIRCE
TH576  LA SIGNIFICACION DE LA ARQUITECTURA
TH630  LA VIVIENDA Y LA CIUDAD
PD521  LABORATOIO EXPERIMENTAL DE ENSAYE DE MATERIALES
TC504  LABORATORIO DE ENSAYE DE MATERIALES I
TC505  LABORATORIO DE ENSAYE DE MATERIALES II
AV106  LABORATORIO DE FUNDAMENTOS
PU226  LABORATORIO DE INFRAESTRUCTURAS URBANAS TERRITORIALES Y MEDIO AMBIENTE I
PU227  LABORATORIO DE INFRAESTRUCTURAS URBANAS TERRITORIALES Y MEDIO AMBIENTE II
PU517  LABORATORIO DE INVESTIGACION DOCTORAL
PU220  LABORATORIO DE PLANEAMIENTO URBANO ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE I
PU221  LABORATORIO DE PLANEAMIENTO URBANO ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE II
PU211  LABORATORIO DE PLANEAMIENTO Y MEDIO AMBIENTE II
PU210  LABORATORIO DE PLANEAMIENTO, PATRIMONIO Y MEDIO AMBIENTE I
MU516  LABORATORIO DE TRANSCRIPCION I
MU520  LABORATORIO DE TRANSCRIPCION II
AV171  LABORATORIO FOTOGRAFICO I
AV172  LABORATORIO FOTOGRAFICO II
AV173  LABORATORIO FOTOGRAFICO III
AV174  LABORATORIO FOTOGRAFICO IV
AV175  LABORATORIO FOTOGRAFICO V
AV176  LABORATORIO FOTOGRAFICO VI
AV177  LABORATORIO FOTOGRAFICO VII
PU512  LAS NUEVAS TECNOLOGIAS INFORMATICAS PARA EL ANALISIS TERRITORIAL Y SU APLICACION PARA EL ESTUDIO DE UN CENTRO HISTORICO
TH539  LAS PRINCIPALES CORRIENTES PICTORICAS
TH731  LAS VANGUARDIAS EUROPEAS
MU199  LECTURA A PRIMERA VISTA I
MU200  LECTURA A PRIMERA VISTA II
MU201  LECTURA A PRIMERA VISTA III
TH278  LEGISLACION
A0004  LEGISLACION CULTURAL
TH627  LEGISLACION DE PATRIMONIO
TH662  LEGISLACION URBANA
PU192  LEGISLACION URBANA Y TERRITORIAL
GO133  LEGISLACION Y POLITICA AMBIENTAL
PD509  LEGISLACION, NORMATIVIDAD Y REGLAMENTACION
TR124  LENGUA EXTRANJERA (NIVEL I)
TR125  LENGUA EXTRANJERA (NIVEL II)
TR126  LENGUA EXTRANJERA (NIVEL III)
TR127  LENGUA EXTRANJERA (NIVEL IV)
TR132  LENGUA EXTRANJERA (NIVEL IX)
TR128  LENGUA EXTRANJERA (NIVEL V)
TR129  LENGUA EXTRANJERA (NIVEL VI)
TR130  LENGUA EXTRANJERA (NIVEL VII)
TR131  LENGUA EXTRANJERA (NIVEL VIII)
TR133  LENGUA EXTRANJERA (NIVEL X)
TR134  LENGUA EXTRANJERA (NIVEL XI)
TR135  LENGUA EXTRANJERA (NIVEL XII)
TH758  LENGUA Y CULTURA PUREPECHA
TH757  LENGUA Y CULTURA WIXARICA (HUICHOL)
AE502  LITERALIDAD Y TEORIA DEL TEATRO
MU194  LITERATURA MUSICAL I
MU195  LITERATURA MUSICAL II
MU196  LITERATURA MUSICAL III
MU197  LITERATURA ORQUESTAL I
MU198  LITERATURA ORQUESTAL II
AV234  LITOGRABADO
PU506  LOS CENTROS HISTORICOS EN EL CONTEXTO DEL SIGLO XX
IS505  LOS GENEROS, ESTETICAS Y ESTILOS CINEMATOGRAFICOS
AV500  LUMINOTECNIA
TC118  LUMINOTECNIA
AEC10  MANEJO DE GRUPO
TC516  MANUALES DE FICHAS Y TECNICAS
TC520  MANUALES DE MANTENIMIENTO
RE125  MAQUETAS
AE195  MAQUILLAJE ESCENICO
TC187  MATEMATICAS
TC188  MATEMATICAS I
AV505  MATERIALES I
AV509  MATERIALES II
AV511  MATERIALES III
TC119  MATERIALES Y TECNICAS I
TC120  MATERIALES Y TECNICAS II
TC121  MATERIALES Y TECNICAS III
TC122  MATERIALES Y TECNICAS IV
TC133  MATRICES DE SELECCION
PD137  MECANISMOS Y SISTEMAS I
PD138  MECANISMOS Y SISTEMAS II
TH682  MERCADO INMOBILIARIO
TC511  MERCADOTECNIA
A0020  MERCADOTECNIA CULTURAL
PD101  MERCADOTECNIA I
PD117  MERCADOTECNIA II
PD144  MERCADOTECNIA Y PRODUCTO
IS500  METODO DE ANALISIS CINEMATOGRAFICO I
IS501  METODO DE ANALISIS CINEMATOGRAFICO II
TH120  METODOLOGIA
PU501  METODOLOGIA DE INVESTIGACION EN ARQUITECTURA Y URBANISMO
GO120  METODOLOGIA DE LA CIENCIA
TH567  METODOLOGIA DE LA CONSERVACION
MU502  METODOLOGIA DE LA ENSE~ANZA DE LA MUSICA
AE500  METODOLOGIA DE LA ENSE~ANZA DE LAS ARTES ESCENICAS
AV514  METODOLOGIA DE LA ENSE~ANZA DE LAS ARTES VISUALES
CM513  METODOLOGIA DE LA INVESTIGACION
TH500  METODOLOGIA DE LA INVESTIGACION
TH261  METODOLOGIA DE LA INVESTIGACION ARQUITECTONICA
TH540  METODOLOGIA DE LA INVESTIGACION CIENTIFICA I
TH541  METODOLOGIA DE LA INVESTIGACION CIENTIFICA II
MU503  METODOLOGIA DE LA INVESTIGACION DE LA MUSICA
AE501  METODOLOGIA DE LA INVESTIGACION DE LAS ARTES ESCENICAS
AV515  METODOLOGIA DE LA INVESTIGACION DE LAS ARTES VISUALES
CJ127  METODOLOGIA DE LA INVESTIGACION I
TH250  METODOLOGIA DE LA PROYECTACION
IS531  METODOLOGIA DEL ANALISIS FILMICO
TH192  METODOLOGIA DEL CANTO
TH160  METODOLOGIA DEL DISE~O DE INTERIORES
TH162  METODOLOGIA DEL DISE~O GRAFICO
TH286  METODOLOGIA DEL INSTRUMENTO
TH194  METODOLOGIA DEL INSTRUMENTO (ALIENTOS)
TH193  METODOLOGIA DEL INSTRUMENTO (CUERDAS)
TH195  METODOLOGIA DEL INSTRUMENTO (PERCUSIONES)
TH159  METODOLOGIA DEL INSTRUMENTO (TECLADO)
PU190  METODOLOGIA DEL PLANEAMIENTO
TH191  METODOLOGIA DEL SOLFEO
TH274  METODOLOGIA PARA EL ESTUDIO
TH506  METODOS DE ANALISIS
TH511  METODOS DE ANALISIS II
TH626  METODOS DE DATACION DE ESTILOS
TH188  METODOS DE DISE~O
PD276  METODOS DE IMPRESION
TH664  METODOS DE INVESTIGACION
TH227  METODOS Y TECNICAS DE INVESTIGACION EN DANZA I
TH228  METODOS Y TECNICAS DE INVESTIGACION EN DANZA II
TH229  METODOS Y TECNICAS DE INVESTIGACION EN DANZA III
TH230  METODOS Y TECNICAS DE INVESTIGACION EN DANZA IV
TH189  METODOS Y TECNICAS DE INVESTIGACION I
TH190  METODOS Y TECNICAS DE INVESTIGACION II
A0002  METODOS Y TECNICAS DE LA INVESTIGACION CULTURAL
TH586  METROPOLIZACION Y ARQUITECTURA
TH747  MITOLOGIA
AEC07  MODELOS DE EVALUACION
PU219  MODELOS EXPERIMENTALES DE PLANEAMIENTO Y DISE~O
TH618  MODERNISMO
TC503  MORFOLOGIA DE LAS ESTRUCTURAS EN ARQUITECTURA
TH640  MORFOLOGIA ESPECIAL DEL HABITAT
TH266  MORFOLOGIA URBANA
TH702  MORFOLOGIA URBANA
PU195  MORFOLOGIA Y TIPOLOGIA EDILICIA
TH680  MOVILIDAD SOCIAL
PU222  MOVILIDAD URBANA REGIONAL Y TRANSPORTE
IS536  MOVIMIENTOS DEL CINE CONTEMPORANEO
IS518  MOVIMIENTOS DEL CINE EUROPEO
TH529  MOVIMIENTOS DEL CINE EUROPEO
TH714  MOVIMIENTOS SOCIALES URBANOS
A0017  MOVIMIENTOS SOCIO CULTURALES
PR129  MULTIMEDIA
PR133  MULTIMEDIA PARA ARTES
TH214  MUSEOGRAFIA
MU519  MUSICA DE AFRICA
MU522  MUSICA DE ASIA
MU110  MUSICA DE CAMARA I
MU262  MUSICA DE CAMARA I
MU111  MUSICA DE CAMARA II
MU263  MUSICA DE CAMARA II
MU112  MUSICA DE CAMARA III
MU264  MUSICA DE CAMARA III
MU113  MUSICA DE CAMARA IV
MU114  MUSICA DE CAMARA V
MU115  MUSICA DE CAMARA VI
MU116  MUSICA DE CAMARA VII
MU117  MUSICA DE CAMARA VIII
MU254  MUSICA EN CINE
MU247  MUSICA I
MU248  MUSICA II
MU249  MUSICA III
MU250  MUSICA IV
MU186  MUSICA MEXICANA I
MU187  MUSICA MEXICANA II
MU188  MUSICA MEXICANA III
MU189  MUSICA MEXICANA IV
MU251  MUSICA V
MU252  MUSICA VI
MU253  MUSICA VII
MU242  MUSICA Y MOVIMIENTO I
MU243  MUSICA Y MOVIMIENTO II
MU244  MUSICA Y MOVIMIENTO III
MU245  MUSICA Y MOVIMIENTO IV
MU246  MUSICA Y MOVIMIENTO V
MU514  MUSICA, CANTO Y DANZA EN AMERICA INDIGENA
MU518  MUSICA, CANTO Y DANZA EN OCEANIA
MU238  MUSICOLOGIA
MU240  MUSICOTERAPIA I
MU241  MUSICOTERAPIA II
TH259  NARRATIVA DEL CINE I
TH260  NARRATIVA DEL CINE II
TH653  NEOCLASICOS
PU118  NORMAS DE DISE~O URBANO I
PU140  NORMAS DEL DISE~O URBANO II
IS515  NUEVAS TENDENCIAS EN LA TEORIA CINEMATOGRAFICA
AV230  OLEO
P0511  OPTATIVA I
P0518  OPTATIVA II
P0525  OPTATIVA III
P0532  OPTATIVA IV
PU217  ORDENAMIENTO TERRITORIAL
TC518  ORGANIZACION DE EMPRESAS CONSTRUCTORAS
PD114  ORGANIZACION DE LA PRODUCCION INDUSTRIAL
TH628  ORGANIZACION DE OBRAS DE RESTAURACION
PD116  ORGANIZACION EMPRESARIAL
TH578  ORIGEN Y DESARROLLO DE LA TEORIA DE LA ARQUITECTURA
MU224  ORQUESTACION I
MU225  ORQUESTACION II
AE113  PANTOMIMA
A0001  PARADIGMA EN TORNO A LA CULTURA
CM510  PARADIGMAS DE LA INVESTIGACION EDUCATIVA
TH677  PARTICIPACION CIUDADANA
AV281  PASTEL
PU204  PATRIMONIO EDIFICADO EN MEXICO I
PU205  PATRIMONIO EDIFICADO EN MEXICO II
PU194  PATRIMONIO EDIFICADO Y CIUDAD
PU206  PATRIMONIO EDIFICADO Y TERRITORIO
P0519  PEDAGOGIA
TH547  PEDAGOGIA
TH269  PEDAGOGIA DE LAS ARTES I
TH270  PEDAGOGIA DE LAS ARTES II
TH271  PEDAGOGIA DE LAS ARTES III
TH239  PEDAGOGIA I
TH240  PEDAGOGIA II
TH241  PEDAGOGIA III
TH166  PEDAGOGIA MUSICAL COMPARADA I
TH167  PEDAGOGIA MUSICAL COMPARADA II
TH710  PEDAGOGIA Y DIDACTICA
GO109  PENSAMIENTO GEOGRAFICO
TH598  PERIODO DE TRABAJOS DE CAMPO EN MEXICO O EN EL EXTRANJERO
TC526  PERITAJE DE CONSTRUCCIONES
TC521  PERITAJES Y DICTAMENES
RE124  PERSPECTIVA PARA EL ARTE
MU102  PIANO COMPLEMENTARIO I
MU256  PIANO COMPLEMENTARIO I
MU103  PIANO COMPLEMENTARIO II
MU257  PIANO COMPLEMENTARIO II
MU104  PIANO COMPLEMENTARIO III
MU258  PIANO COMPLEMENTARIO III
MU105  PIANO COMPLEMENTARIO IV
MU259  PIANO COMPLEMENTARIO IV
MU106  PIANO COMPLEMENTARIO V
MU260  PIANO COMPLEMENTARIO V
MU107  PIANO COMPLEMENTARIO VI
MU261  PIANO COMPLEMENTARIO VI
MU108  PIANO COMPLEMENTARIO VII
MU109  PIANO COMPLEMENTARIO VIII
AV179  PINTURA I
AV180  PINTURA II
AV181  PINTURA III
AV182  PINTURA IV
AV183  PINTURA V
AV184  PINTURA VI
AV185  PINTURA VII
AEE13  PLANEACION DE LA ANIMACION  SOCIOCULTURAL Y BICULTURAL
AEE21  PLANEACION DE LA EDUCACION DE LA EDUCACION AMBIENTAL
AEE29  PLANEACION DE LA EDUCACION DE LA EDUCACION ARTISTICA
AEE33  PLANEACION DE LA EDUCACION DE LA EDUCACION EN LENGUAS
AEE25  PLANEACION DE LA EDUCACION DE LA EDUCACION FISICA
AEE52  PLANEACION DE LA EDUCACION DE NI~OS DE LA CALLE
AEE56  PLANEACION DE LA EDUCACION INFRACTORES
AEE17  PLANEACION DE LA EDUCACION PARA LA SALUD
PD140  PLANEACION DE PRODUCCION
TH215  PLANEACION EDUCATIVA
A0005  PLANEACION ESTRATEGICA
PD510  PLANEACION ESTRATEGICA
TC509  PLANEACION ESTRATEGICA EN LA EDIFICACION
TH590  PLANEACION URBANA Y POLITICAS DE DESARROLLO
TH672  PLANEACION URBANA Y REGIONAL
TH718  PLANEACION Y DISE~O CURRICULAR
AEC08  PLANEACION Y ORGANIZACION EDUCATIVA
TH684  POBREZA URBANA
CM520  POLITICA AMBIENTAL
TH686  POLITICAS CONTRA LA POBREZA
GO132  POLITICAS DE DESARROLLO
TH705  POLITICAS DE VIVIENDA
EN146  POLITICAS PUBLICAS I
IS537  POSTMODERNISMO
TH168  PRACTICA DE DOCENCIA I
TH169  PRACTICA DE DOCENCIA II
MU136  PRACTICA DE REPERTORIO I
MU273  PRACTICA DE REPERTORIO I
MU137  PRACTICA DE REPERTORIO II
MU274  PRACTICA DE REPERTORIO II
MU138  PRACTICA DE REPERTORIO III
MU275  PRACTICA DE REPERTORIO III
MU139  PRACTICA DE REPERTORIO IV
MU276  PRACTICA DE REPERTORIO IV
MU140  PRACTICA DE REPERTORIO V
MU277  PRACTICA DE REPERTORIO V
MU141  PRACTICA DE REPERTORIO VI
MU278  PRACTICA DE REPERTORIO VI
MU142  PRACTICA DE REPERTORIO VII
MU143  PRACTICA DE REPERTORIO VIII
MU178  PRACTICA ORQUESTAL I
MU287  PRACTICA ORQUESTAL I
MU179  PRACTICA ORQUESTAL II
MU288  PRACTICA ORQUESTAL II
MU180  PRACTICA ORQUESTAL III
MU289  PRACTICA ORQUESTAL III
MU181  PRACTICA ORQUESTAL IV
MU182  PRACTICA ORQUESTAL V
MU183  PRACTICA ORQUESTAL VI
MU184  PRACTICA ORQUESTAL VII
MU185  PRACTICA ORQUESTAL VIII
AEC15  PRACTICAS DE INTERVENCION EDUCATIVA
AEE14  PRACTICAS DE LA ANIMACION SOCIOCULTURAL Y BICULTURAL
AEE18  PRACTICAS DE LA EDUCACION PARA LA SALUD
AEE10  PRACTICAS DE LA GESTION Y ADMINISTRACION EDUCATIVA
AEE57  PRACTICAS EN LA EDUCACION DE INFRACTORES
AEE22  PRACTICAS EN LA EDUCACION DE LA EDUCACION AMBIENTAL
AEE30  PRACTICAS EN LA EDUCACION DE LA EDUCACION ARTISTICA
AEE34  PRACTICAS EN LA EDUCACION DE LA EDUCACION EN LENGUAS
AEE26  PRACTICAS EN LA EDUCACION DE LA EDUCACION FISICA
AEE53  PRACTICAS EN LA EDUCACION DE NI~OS DE LA CALLE
AE146  PRACTICAS ESCENICAS I
AE147  PRACTICAS ESCENICAS II
APP01  PRACTICAS PROFESIONALES
TC129  PREFABRICACION
RE126  PRESENTACION DE PROYECTOS
PU216  PREVENCION DE DESASTRES Y PROTECCION CIVIL
AE122  PREVENSION DE LESIONES I
AE123  PREVENSION DE LESIONES II
P0521  PRINCIPIOS DE LA TECNOLOGIA DE LA FUNCION
GO161  PROBLEMAS AMBIENTALES DE MEXICO
PU212  PROBLEMAS DE DESARROLLO METROPOLITANO
TH706  PROCESOS AUTOGESTIVOS
TH595  PROCESOS AUTOGESTIVOS EN LA URBANIZACION Y CONSTRUCCION DE VIVIENDA
TH671  PROCESOS DE CONSTRUCCION DE LA CIUDAD
PD139  PROCESOS DE TRANSFORMACION INDUSTRIAL
PD123  PROCESOS DE TRANSFORMACION INDUSTRIAL II
PD124  PROCESOS DE TRANSFORMACION INDUSTRIAL III
PU504  PROCESOS GRAFICOS EN LA RESTAURACION ARQUITECTONICA-URBANA
TH678  PRODUCCION DE INFORMACION PARA LA GESTION PUBLICA
TH703  PRODUCCION DEL SUELO PARA VIVIENDA
AE181  PRODUCCION ESCENICA I (GENERALIDADES Y DISE~O)
AE182  PRODUCCION ESCENICA II (TRAMOYA Y MONTAJE)
AE183  PRODUCCION ESCENICA III (ILUMINACION)
AE184  PRODUCCION ESCENICA IV
AE185  PRODUCCION ESCENICA V
AV253  PRODUCCION I
AV254  PRODUCCION II
AV255  PRODUCCION III
AE126  PRODUCCION TEATRAL I
AE127  PRODUCCION TEATRAL II
IS507  PRODUCCION Y REALIZACION
P0523  PRODUCTIVIDAD
TC513  PROGRAMACION DE OBRAS EDIFICATORIAS
TC130  PROMOCION ARQUITECTONICA
PD508  PROMOCION DE EMPRESAS
AV235  PROMOTOR DE ARTE
A0021  PROPIEDAD INTELECTUAL
TH591  PROSPECTIVA URBANA Y RURAL
PU186  PROYECTO URBANO I
PU187  PROYECTO URBANO II
AE128  PROYECTOS DANCISTICOS
TH213  PSICOLOGIA AMBIENTAL
TH253  PSICOLOGIA DE LA ACTUACION
PD131  PSICOLOGIA DE LA PERCEPCION I
PD132  PSICOLOGIA DE LA PERCEPCION II
TH507  PSICOLOGIA DEL ARTE
TH717  PSICOLOGIA DEL ARTE
TH282  PSICOLOGIA DEL CINE
TH642  PSICOLOGIA DEL ESPACIO
TH139  PSICOLOGIA EDUCATIVA
TH164  PSICOMOTRICIDAD
CM503  RACIONALIDADES EDUCATIVAS Y FORMACION DE SUJETOS EN EL MARCO DE LA PROBLEMATICA AMBIENTAL ACTUAL
CM501  RACIONALIDADES PARA LA CONSTRUCCION DEL CONOCIMIENTO
TH655  REALISMO Y NATURALISMO
PD523  REALIZACION DE CONCURSOS, DE OBRAS PUBLICAS Y PRIVADAS
AV256  REALIZACION I
AV257  REALIZACION II
AV258  REALIZACION III
AV259  REALIZACION IV
AV260  REALIZACION V
AV261  REALIZACION VI
CM502  RECONSTRUCCION DEL CONOCIMIENTO Y LOS SABERES AMBIENTALES
A0023  RECREACION Y CULTURA
CM524  RECURSOS DIDACTICOS PARA LA EDUCACION AMBIENTAL
